playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
ortizda01,2010,1,BOS,AL,1B,4,4,80,23,1,0,1,,,,,
ortizra01,2010,1,LAN,NL,P,16,2,90,1,13,0,0,,,,,
ortizru01,2010,1,LAN,NL,P,6,0,21,0,2,0,1,,,,,
osullse01,2010,1,LAA,AL,P,5,1,39,1,1,0,0,,,,,
osullse01,2010,2,KCA,AL,P,14,13,212,7,6,1,1,,,,,
oswalro01,2010,1,HOU,NL,P,20,20,387,6,17,2,1,,,,,
oswalro01,2010,2,PHI,NL,OF,1,0,6,1,0,0,0,,,,,
oswalro01,2010,2,PHI,NL,P,13,12,248,5,16,0,1,,,,,
ottavad01,2010,1,SLN,NL,P,5,3,67,3,1,0,0,,,,,
overbly01,2010,1,TOR,AL,1B,153,150,3962,1310,101,6,150,,,,,
owingmi01,2010,1,CIN,NL,P,22,0,100,5,2,0,0,,,,,
padilvi01,2010,1,LAN,NL,P,16,16,285,8,10,1,1,,,,,
paganan01,2010,1,NYN,NL,OF,145,139,3769,368,10,5,2,,,,,
pagnoma01,2010,1,SLN,NL,C,15,12,318,77,4,1,1,1,,10,1,
palmema01,2010,1,LAA,AL,P,14,1,101,4,1,2,0,,,,,
papeljo01,2010,1,BOS,AL,P,65,0,201,4,5,1,0,,,,,
parkch01,2010,1,NYA,AL,P,27,0,106,3,3,0,0,,,,,
parkch01,2010,2,PIT,NL,P,26,0,85,0,11,0,0,,,,,
parnebo01,2010,1,NYN,NL,P,41,0,105,1,7,0,0,,,,,
parrage01,2010,1,ARI,NL,OF,113,93,2547,220,9,4,3,,,,,
parrama01,2010,1,MIL,NL,P,42,16,366,6,17,5,0,,,,,
parrijo01,2010,1,KCA,AL,P,9,0,18,2,1,0,0,,,,,
patteco01,2010,1,BAL,AL,OF,64,60,1625,138,4,5,1,,,,,
patteer01,2010,1,OAK,AL,2B,5,1,48,6,4,0,0,,,,,
patteer01,2010,1,OAK,AL,OF,30,24,646,54,1,1,0,,,,,
patteer01,2010,2,BOS,AL,2B,9,5,168,16,15,1,3,,,,,
patteer01,2010,2,BOS,AL,OF,35,13,468,33,3,1,0,,,,,
pattotr01,2010,1,BAL,AL,P,1,0,2,0,0,0,0,,,,,
pauleda01,2010,1,SEA,AL,P,19,15,272,6,8,0,0,,,,,
paulife01,2010,1,HOU,NL,P,19,14,275,6,10,2,1,,,,,
pauliro01,2010,1,FLO,NL,C,85,84,2221,644,47,6,4,6,,53,24,
paulxa01,2010,1,LAN,NL,OF,38,29,812,49,3,2,1,,,,,
pavanca01,2010,1,MIN,AL,P,32,32,663,19,26,0,3,,,,,
paytoja01,2010,1,COL,NL,OF,10,7,198,12,0,0,0,,,,,
pearcst01,2010,1,PIT,NL,1B,11,9,227,78,7,1,8,,,,,
peavyja01,2010,1,CHA,AL,P,17,17,321,8,16,0,0,,,,,
pedrodu01,2010,1,BOS,AL,2B,75,75,2002,137,212,3,50,,,,,
pelfrmi01,2010,1,NYN,NL,P,34,33,612,11,35,2,4,,,,,
penabr01,2010,1,KCA,AL,C,47,35,1012,269,24,3,3,1,,29,12,
penaca01,2010,1,TBA,AL,1B,142,135,3641,1074,83,6,95,,,,,
penara02,2010,1,NYA,AL,2B,8,5,132,12,17,1,6,,,,,
penara02,2010,1,NYA,AL,3B,48,27,786,17,67,3,5,,,,,
penara02,2010,1,NYA,AL,OF,2,0,12,1,0,0,0,,,,,
penara02,2010,1,NYA,AL,SS,23,9,298,22,24,1,7,,,,,
penato03,2010,1,CHA,AL,P,52,3,302,5,14,3,1,,,,,
pencehu01,2010,1,HOU,NL,OF,155,155,4111,340,9,6,2,,,,,
pennha01,2010,1,PIT,NL,P,3,0,7,0,0,0,0,,,,,
pennicl01,2010,1,OAK,AL,SS,156,147,3914,218,496,25,100,,,,,
pennybr01,2010,1,SLN,NL,P,9,9,167,2,9,0,0,,,,,
peraljh01,2010,1,CLE,AL,3B,91,89,2340,61,194,5,24,,,,,
peraljh01,2010,2,DET,AL,1B,2,0,21,7,1,0,0,,,,,
peraljh01,2010,2,DET,AL,3B,9,7,181,7,9,0,3,,,,,
peraljh01,2010,2,DET,AL,SS,46,44,1177,70,118,3,26,,,,,
peraljo01,2010,1,WAS,NL,P,39,0,147,1,4,0,0,,,,,
perdolu01,2010,1,SDN,NL,P,1,0,3,0,0,0,0,,,,,
perezch01,2010,1,CLE,AL,P,63,0,189,3,1,1,0,,,,,
perezol01,2010,1,NYN,NL,P,17,7,139,1,4,0,1,,,,,
perezra01,2010,1,CLE,AL,P,70,0,183,3,10,1,0,,,,,
perkigl01,2010,1,MIN,AL,P,13,1,65,1,9,0,0,,,,,
perryry01,2010,1,DET,AL,P,60,0,188,3,8,0,0,,,,,
pestavi01,2010,1,CLE,AL,P,5,0,15,0,1,0,0,,,,,
peterbr01,2010,1,FLO,NL,OF,6,1,51,2,0,0,0,,,,,
pettian01,2010,1,NYA,AL,P,21,21,387,3,15,3,1,,,,,
phillbr01,2010,1,CIN,NL,2B,152,151,3933,281,419,3,95,,,,,
phillpa01,2010,1,COL,NL,1B,1,0,6,0,1,0,0,,,,,
phillpa01,2010,1,COL,NL,C,10,5,165,43,2,1,0,0,,1,0,
piefe01,2010,1,BAL,AL,OF,77,73,1969,167,9,1,4,,,,,
pierrju01,2010,1,CHA,AL,OF,149,149,3991,307,4,1,1,,,,,
pierzaj01,2010,1,CHA,AL,C,127,123,3278,865,61,5,5,3,,75,27,
pineijo01,2010,1,LAA,AL,P,23,23,457,11,26,1,3,,,,,
pintore01,2010,1,FLO,NL,P,20,0,50,0,1,0,0,,,,,
plouftr01,2010,1,MIN,AL,2B,2,0,27,2,4,0,1,,,,,
plouftr01,2010,1,MIN,AL,SS,9,7,204,13,20,1,5,,,,,
podsesc01,2010,1,KCA,AL,OF,92,92,2425,205,0,3,0,,,,,
podsesc01,2010,2,LAN,NL,OF,38,35,919,70,0,2,0,,,,,
polanpl01,2010,1,PHI,NL,2B,12,9,246,15,37,0,7,,,,,
polanpl01,2010,1,PHI,NL,3B,123,121,3226,88,258,5,32,,,,,
porceri01,2010,1,DET,AL,P,27,27,488,9,15,1,3,,,,,
posadjo01,2010,1,NYA,AL,1B,1,0,3,0,0,0,0,,,,,
posadjo01,2010,1,NYA,AL,C,83,78,2035,562,22,8,2,8,,72,13,
poseybu01,2010,1,SFN,NL,1B,30,30,744,196,17,1,14,,,,,
poseybu01,2010,1,SFN,NL,C,76,75,1986,615,41,6,4,1,,39,23,
powella01,2010,1,OAK,AL,1B,1,0,12,4,0,0,1,,,,,
powella01,2010,1,OAK,AL,C,38,29,801,198,8,6,1,0,,17,9,
pradoma01,2010,1,ATL,NL,1B,5,0,18,7,0,0,0,,,,,
pradoma01,2010,1,ATL,NL,2B,98,97,2556,184,285,6,66,,,,,
pradoma01,2010,1,ATL,NL,3B,43,42,1109,29,84,5,12,,,,,
preslal01,2010,1,PIT,NL,OF,14,2,135,3,0,0,0,,,,,
priceda01,2010,1,TBA,AL,P,32,31,626,8,22,0,2,,,,,
proctsc01,2010,1,ATL,NL,P,6,0,17,0,0,0,0,,,,,
pujolal01,2010,1,SLN,NL,1B,157,157,4142,1458,157,4,146,,,,,
puntoni01,2010,1,MIN,AL,2B,12,8,231,15,29,3,5,,,,,
puntoni01,2010,1,MIN,AL,3B,48,38,1034,29,93,0,6,,,,,
puntoni01,2010,1,MIN,AL,SS,31,31,774,48,80,5,16,,,,,
purceda01,2010,1,TOR,AL,P,33,0,102,2,1,0,0,,,,,
putzjj01,2010,1,CHA,AL,P,60,0,162,1,4,0,0,,,,,
quallch01,2010,1,ARI,NL,P,43,0,114,3,3,2,1,,,,,
quallch01,2010,2,TBA,AL,P,27,0,63,2,2,0,0,,,,,
quentca01,2010,1,CHA,AL,OF,104,103,2691,183,4,8,1,,,,,
quinlro01,2010,1,LAA,AL,1B,13,5,196,71,1,1,7,,,,,
quinlro01,2010,1,LAA,AL,3B,1,0,3,0,0,0,0,,,,,
quinlro01,2010,1,LAA,AL,OF,4,0,18,1,0,0,0,,,,,
quinthu01,2010,1,HOU,NL,C,87,74,1961,561,49,5,5,4,,35,19,
quirogu01,2010,1,SEA,AL,C,2,2,53,8,1,1,0,0,,2,1,
raburry01,2010,1,DET,AL,1B,1,1,24,6,1,0,1,,,,,
raburry01,2010,1,DET,AL,2B,18,15,360,27,43,1,11,,,,,
raburry01,2010,1,DET,AL,3B,2,0,10,1,1,0,0,,,,,
raburry01,2010,1,DET,AL,OF,91,70,1940,150,4,5,0,,,,,
ramiral03,2010,1,CHA,AL,SS,156,154,4130,249,499,20,109,,,,,
ramirar01,2010,1,CHN,NL,3B,118,116,3010,56,190,16,9,,,,,
ramired01,2010,1,OAK,AL,P,7,0,33,0,1,1,0,,,,,
ramirha01,2010,1,FLO,NL,SS,140,140,3651,200,342,16,78,,,,,
ramirma02,2010,1,LAN,NL,OF,46,48,1079,68,2,3,0,,,,,
ramirma03,2010,1,TEX,AL,C,26,22,562,154,7,2,0,2,,24,5,
ramirra02,2010,1,BOS,AL,P,44,0,127,1,5,0,0,,,,,
ramirra02,2010,2,SFN,NL,P,25,0,81,2,3,2,0,,,,,
ramosce01,2010,1,SDN,NL,P,14,0,25,1,0,0,0,,,,,
ramoswi01,2010,1,MIN,AL,C,7,7,189,41,1,0,0,0,,4,0,
ramoswi01,2010,2,WAS,NL,C,15,14,388,96,9,0,0,1,,6,1,
ransoco01,2010,1,PHI,NL,1B,3,2,54,15,1,0,2,,,,,
ransoco01,2010,1,PHI,NL,2B,6,1,51,5,6,0,3,,,,,
ransoco01,2010,1,PHI,NL,3B,9,6,189,6,9,1,2,,,,,
rapadcl01,2010,1,TEX,AL,P,13,0,27,2,1,0,0,,,,,
rasmuco01,2010,1,SLN,NL,OF,134,124,3316,260,1,5,0,,,,,
rauchjo01,2010,1,MIN,AL,P,59,0,173,3,2,0,1,,,,,
raych01,2010,1,TEX,AL,P,35,0,95,1,7,0,0,,,,,
raych01,2010,2,SFN,NL,P,28,0,72,1,8,0,1,,,,,
raynojo01,2010,1,PIT,NL,OF,3,0,16,2,0,0,0,,,,,
rayro01,2010,1,TOR,AL,P,3,0,11,0,0,0,0,,,,,
reddijo01,2010,1,BOS,AL,OF,25,15,443,37,1,0,0,,,,,
redmomi01,2010,1,CLE,AL,C,22,18,487,87,11,1,1,1,,25,2,
reedje03,2010,1,TOR,AL,1B,2,0,9,2,0,0,0,,,,,
reedje03,2010,1,TOR,AL,OF,9,4,135,11,0,0,0,,,,,
reimono01,2010,1,BAL,AL,OF,23,21,534,42,1,1,0,,,,,
renteed01,2010,1,SFN,NL,SS,68,62,1659,80,149,4,27,,,,,
repkoja01,2010,1,MIN,AL,OF,48,31,918,87,5,0,1,,,,,
resopch01,2010,1,ATL,NL,P,1,0,6,0,0,0,0,,,,,
resopch01,2010,2,PIT,NL,P,22,0,57,2,2,0,0,,,,,
reverbe01,2010,1,MIN,AL,OF,11,6,208,18,0,1,0,,,,,
reyesde01,2010,1,SLN,NL,P,59,0,114,1,8,0,0,,,,,
reyesjo01,2010,1,NYN,NL,SS,133,132,3514,179,362,15,77,,,,,
reyesjo03,2010,1,ATL,NL,P,1,0,10,0,0,0,0,,,,,
reynoma01,2010,1,ARI,NL,1B,5,0,27,7,1,0,1,,,,,
reynoma01,2010,1,ARI,NL,3B,142,141,3642,101,250,18,24,,,,,
reynoma02,2010,1,COL,NL,P,21,0,54,2,3,0,0,,,,,
rhodear01,2010,1,CIN,NL,P,69,0,165,3,6,0,0,,,,,
rhymewi01,2010,1,DET,AL,2B,53,46,1238,89,150,4,37,,,,,
richacl01,2010,1,SDN,NL,P,33,33,605,6,33,4,3,,,,,
richadu02,2010,1,BOS,AL,P,26,0,39,0,0,1,0,,,,,
rincoju01,2010,1,COL,NL,P,2,0,6,0,0,0,0,,,,,
ringro01,2010,1,NYA,AL,P,5,0,7,0,0,0,0,,,,,
riosal01,2010,1,CHA,AL,OF,144,142,3773,388,6,5,3,,,,,
riskeda01,2010,1,MIL,NL,P,23,0,70,1,2,0,0,,,,,
riverju01,2010,1,LAA,AL,1B,13,11,321,98,12,1,8,,,,,
riverju01,2010,1,LAA,AL,OF,105,98,2602,214,8,5,1,,,,,
riverma01,2010,1,NYA,AL,P,61,0,180,2,16,0,0,,,,,
rivermi02,2010,1,FLO,NL,C,5,3,86,28,2,1,0,2,,4,0,
riversa01,2010,1,ARI,NL,P,4,0,11,0,0,0,0,,,,,
roberbr01,2010,1,BAL,AL,2B,59,58,1495,86,146,3,38,,,,,
roberda08,2010,1,NYA,AL,P,64,0,184,0,5,0,0,,,,,
roberna01,2010,1,FLO,NL,P,19,18,301,3,9,3,0,,,,,
roberna01,2010,2,PHI,NL,P,2,0,3,0,0,0,0,,,,,
roberry01,2010,1,ARI,NL,2B,1,1,24,3,4,0,2,,,,,
roberry01,2010,1,ARI,NL,3B,1,1,24,1,1,0,0,,,,,
roberry01,2010,1,ARI,NL,OF,15,9,260,16,1,0,0,,,,,
rodnefe01,2010,1,LAA,AL,P,72,0,204,7,10,0,0,,,,,
rodrial01,2010,1,NYA,AL,3B,124,122,3139,61,224,7,25,,,,,
rodrifr03,2010,1,NYN,NL,P,53,0,172,5,4,0,0,,,,,
rodrifr04,2010,1,LAA,AL,P,43,0,142,1,7,0,2,,,,,
rodrihe03,2010,1,OAK,AL,P,29,0,83,2,1,0,0,,,,,
rodriiv01,2010,1,WAS,NL,C,102,103,2652,709,55,4,5,2,,42,22,
rodrira01,2010,1,LAA,AL,P,1,0,6,0,0,0,0,,,,,
rodrira01,2010,2,ARI,NL,P,2,0,8,0,0,0,0,,,,,
rodrise01,2010,1,TBA,AL,1B,3,2,63,23,1,0,2,,,,,
rodrise01,2010,1,TBA,AL,2B,92,78,2035,138,222,6,56,,,,,
rodrise01,2010,1,TBA,AL,3B,7,3,114,7,5,0,2,,,,,
rodrise01,2010,1,TBA,AL,OF,21,8,248,22,0,0,0,,,,,
rodrise01,2010,1,TBA,AL,SS,5,1,27,0,3,0,0,,,,,
rodriwa01,2010,1,HOU,NL,P,32,32,585,9,31,1,2,,,,,
roenijo01,2010,1,TOR,AL,P,16,0,57,2,1,2,0,,,,,
rogeres01,2010,1,COL,NL,P,28,8,216,9,6,2,2,,,,,
rogerma01,2010,1,MIL,NL,P,4,2,30,2,2,0,0,,,,,
rohliry01,2010,1,SFN,NL,3B,3,2,51,0,2,0,0,,,,,
rohliry01,2010,1,SFN,NL,SS,4,1,45,4,3,0,1,,,,,
rolensc01,2010,1,CIN,NL,3B,130,125,3222,83,259,8,28,,,,,
rolliji01,2010,1,PHI,NL,SS,87,86,2233,102,227,6,53,,,,,
romerjc01,2010,1,PHI,NL,P,60,0,110,3,6,0,1,,,,,
romerni01,2010,1,BOS,AL,1B,1,0,15,4,1,0,0,,,,,
romerni01,2010,1,BOS,AL,2B,1,0,3,0,0,0,0,,,,,
romerri01,2010,1,TOR,AL,P,32,32,630,7,47,3,2,,,,,
rominan01,2010,1,LAA,AL,SS,4,3,87,9,9,2,3,,,,,
romose01,2010,1,SFN,NL,P,68,0,186,1,5,0,0,,,,,
rosaca01,2010,1,ARI,NL,P,22,0,60,1,3,0,0,,,,,
rosalad01,2010,1,OAK,AL,1B,7,3,114,34,1,0,4,,,,,
rosalad01,2010,1,OAK,AL,2B,47,45,1180,72,126,0,30,,,,,
rosalad01,2010,1,OAK,AL,3B,5,5,132,4,12,0,1,,,,,
rosalad01,2010,1,OAK,AL,OF,5,3,83,4,0,0,0,,,,,
rosalad01,2010,1,OAK,AL,SS,14,10,246,7,26,2,3,,,,,
rosalle01,2010,1,ARI,NL,P,16,0,49,2,0,0,0,,,,,
rosarsa02,2010,1,FLO,NL,P,2,0,3,0,0,0,0,,,,,
rossco01,2010,1,FLO,NL,OF,118,118,3133,268,6,4,2,,,,,
rossco01,2010,2,SFN,NL,OF,33,17,588,33,2,0,0,,,,,
rossda01,2010,1,ATL,NL,C,57,33,986,276,22,4,0,1,,18,8,
rossty01,2010,1,OAK,AL,P,26,2,118,2,8,0,0,,,,,
rowanaa01,2010,1,SFN,NL,OF,85,76,2085,192,4,0,2,,,,,
rowlary01,2010,1,SEA,AL,P,27,20,328,3,9,2,0,,,,,
ruizca01,2010,1,PHI,NL,C,118,109,2923,814,60,6,7,4,,50,20,
ruizra01,2010,1,TOR,AL,1B,3,3,69,25,2,0,2,,,,,
runzlda01,2010,1,SFN,NL,P,41,0,98,1,6,3,1,,,,,
rupejo01,2010,1,KCA,AL,P,11,0,29,1,1,0,0,,,,,
russead01,2010,1,SDN,NL,P,12,0,47,0,0,1,0,,,,,
russeja02,2010,1,CHN,NL,P,57,0,147,2,6,0,0,,,,,
russoke01,2010,1,NYA,AL,2B,2,0,12,2,1,0,0,,,,,
russoke01,2010,1,NYA,AL,3B,16,3,141,4,6,0,1,,,,,
russoke01,2010,1,NYA,AL,OF,11,10,256,14,0,1,0,,,,,
ryalru01,2010,1,ARI,NL,1B,24,14,420,127,9,4,16,,,,,
ryalru01,2010,1,ARI,NL,3B,8,3,107,2,5,1,2,,,,,
ryalru01,2010,1,ARI,NL,OF,36,23,579,44,2,2,1,,,,,
ryanbr01,2010,1,SLN,NL,SS,139,124,3382,197,430,17,102,,,,,
ryanmi03,2010,1,LAA,AL,1B,4,4,72,28,2,0,3,,,,,
ryanmi03,2010,1,LAA,AL,OF,11,5,144,11,0,0,0,,,,,
rzepcma01,2010,1,TOR,AL,P,14,12,191,1,4,0,0,,,,,
sabatcc01,2010,1,NYA,AL,P,34,34,713,4,30,1,3,,,,,
saitota01,2010,1,ATL,NL,P,56,0,162,4,2,0,0,,,,,
salasfe01,2010,1,SLN,NL,P,27,0,92,4,4,0,0,,,,,
salazos01,2010,1,SDN,NL,1B,7,3,105,33,1,0,4,,,,,
salazos01,2010,1,SDN,NL,2B,6,0,29,1,4,0,0,,,,,
salazos01,2010,1,SDN,NL,3B,1,1,15,0,1,0,0,,,,,
salazos01,2010,1,SDN,NL,OF,24,21,432,17,0,0,0,,,,,
salech01,2010,1,CHA,AL,P,21,0,70,0,1,0,0,,,,,
saltaja01,2010,1,TEX,AL,C,1,1,27,8,0,0,0,0,,1,0,
saltaja01,2010,2,BOS,AL,1B,1,0,3,0,0,0,0,,,,,
saltaja01,2010,2,BOS,AL,C,6,5,131,38,2,1,0,0,,5,1,
samarje01,2010,1,CHN,NL,P,7,3,58,2,1,0,0,,,,,
sampsch01,2010,1,HOU,NL,P,35,0,91,0,3,0,0,,,,,
sanabal01,2010,1,FLO,NL,P,15,12,217,2,10,0,0,,,,,
sanchan01,2010,1,FLO,NL,P,32,32,585,14,25,5,2,,,,,
sanchan02,2010,1,BOS,AL,SS,1,1,27,0,4,0,2,,,,,
sanchan02,2010,2,HOU,NL,2B,8,7,213,14,19,0,5,,,,,
sanchan02,2010,2,HOU,NL,SS,57,54,1452,79,128,5,29,,,,,
sanchbr01,2010,1,FLO,NL,P,61,0,191,3,8,0,1,,,,,
sanchfr01,2010,1,SFN,NL,2B,109,108,2829,198,256,4,52,,,,,
sanchga01,2010,1,FLO,NL,1B,149,148,3760,1115,70,11,97,,,,,
sanchjo01,2010,1,SFN,NL,P,34,33,580,7,20,1,1,,,,,
sanchro01,2010,1,NYA,AL,P,2,0,13,0,0,0,0,,,,,
sandopa01,2010,1,SFN,NL,1B,11,10,258,79,0,0,6,,,,,
sandopa01,2010,1,SFN,NL,3B,143,136,3674,93,228,13,23,,,,,
santaca01,2010,1,CLE,AL,C,40,40,1020,245,22,3,2,4,,22,12,
santaer01,2010,1,LAA,AL,P,33,33,668,15,17,0,2,,,,,
santajo01,2010,1,NYN,NL,P,29,29,597,12,18,1,1,,,,,
santira01,2010,1,DET,AL,2B,25,12,381,24,44,1,11,,,,,
santira01,2010,1,DET,AL,SS,85,66,1851,106,227,7,53,,,,,
santose01,2010,1,CHA,AL,P,56,0,155,2,6,0,0,,,,,
sardida01,2010,1,PHI,NL,C,12,9,261,84,4,0,0,1,,3,2,
saundjo01,2010,1,LAA,AL,P,20,20,362,2,35,1,1,,,,,
saundjo01,2010,2,ARI,NL,P,13,13,248,4,11,0,0,,,,,
saundmi01,2010,1,SEA,AL,OF,89,85,2267,197,8,4,4,,,,,
sborzja01,2010,1,DET,AL,P,1,0,2,0,0,0,0,,,,,
scalebo01,2010,1,CHN,NL,3B,7,3,117,7,6,3,1,,,,,
scherma01,2010,1,DET,AL,P,31,31,587,14,14,2,0,,,,,
schiena01,2010,1,SFN,NL,OF,109,41,1627,118,7,1,1,,,,,
schleda01,2010,1,DET,AL,P,18,0,56,0,0,0,0,,,,,
schlibr01,2010,1,CHN,NL,P,7,0,24,0,2,0,0,,,,,
schlitr01,2010,1,LAN,NL,P,14,0,68,1,1,0,0,,,,,
schmiko01,2010,1,ARI,NL,C,2,2,51,12,0,0,0,0,,0,0,
schnebr01,2010,1,PHI,NL,C,46,38,999,257,17,2,4,1,,30,8,
schoesc01,2010,1,BOS,AL,P,15,0,41,2,1,0,0,,,,,
schumsk01,2010,1,SLN,NL,2B,123,118,3043,210,359,16,76,,,,,
schumsk01,2010,1,SLN,NL,OF,17,3,138,18,4,0,1,,,,,
scottlu01,2010,1,BAL,AL,1B,19,19,474,153,11,3,17,,,,,
scottlu01,2010,1,BAL,AL,OF,14,13,309,22,0,0,0,,,,,
scutama01,2010,1,BOS,AL,2B,16,16,397,17,46,2,8,,,,,
scutama01,2010,1,BOS,AL,SS,132,131,3498,152,344,18,57,,,,,
seddoch01,2010,1,SEA,AL,P,14,0,67,1,1,0,0,,,,,
shealry01,2010,1,BOS,AL,1B,1,0,15,5,0,0,1,,,,,
sheetbe01,2010,1,OAK,AL,P,20,20,358,5,11,3,1,,,,,
sherrge01,2010,1,LAN,NL,P,65,0,109,0,4,0,0,,,,,
shielja02,2010,1,TBA,AL,P,34,33,610,18,17,4,2,,,,,
shielsc01,2010,1,LAA,AL,P,43,1,138,2,7,1,0,,,,,
shoppke01,2010,1,TBA,AL,C,56,46,1211,324,18,2,1,2,,29,6,
silvaca01,2010,1,CHN,NL,P,21,21,339,3,13,0,0,,,,,
simonal01,2010,1,BAL,AL,P,49,0,148,6,3,0,0,,,,,
sinkbbr01,2010,1,FLO,NL,P,3,0,6,0,0,0,0,,,,,
sippto01,2010,1,CLE,AL,P,70,0,189,1,10,0,0,,,,,
sizemgr01,2010,1,CLE,AL,OF,32,31,809,64,0,1,0,,,,,
sizemsc01,2010,1,DET,AL,2B,40,36,943,59,90,7,24,,,,,
sizemsc01,2010,1,DET,AL,3B,6,4,114,7,7,1,1,,,,,
slamaan01,2010,1,MIN,AL,P,5,0,14,0,0,0,0,,,,,
slatedo01,2010,1,WAS,NL,P,49,0,122,0,4,1,0,,,,,
sloweke01,2010,1,MIN,AL,P,30,28,467,11,12,2,0,,,,,
smithch07,2010,1,MIL,NL,P,3,0,10,0,0,0,0,,,,,
smithgr02,2010,1,COL,NL,P,8,8,117,1,5,0,0,,,,,
smithjo05,2010,1,CLE,AL,P,53,0,120,1,8,0,2,,,,,
smithjo06,2010,1,CIN,NL,P,37,0,126,1,1,0,0,,,,,
smithse01,2010,1,COL,NL,OF,101,82,2208,155,4,3,2,,,,,
smoakju01,2010,1,TEX,AL,1B,69,66,1773,545,35,4,53,,,,,
smoakju01,2010,2,SEA,AL,1B,25,25,650,233,15,1,18,,,,,
snellia01,2010,1,SEA,AL,P,12,8,139,6,6,0,1,,,,,
snidetr01,2010,1,TOR,AL,OF,80,75,2036,135,3,3,0,,,,,
snydebr02,2010,1,CHN,NL,OF,7,5,145,12,0,0,0,,,,,
snydebr03,2010,1,BAL,AL,1B,10,5,153,44,2,2,2,,,,,
snydech02,2010,1,ARI,NL,C,61,58,1552,411,32,1,1,5,,47,12,
snydech02,2010,2,PIT,NL,C,40,38,966,268,26,3,1,1,,16,7,
sogarer01,2010,1,OAK,AL,2B,3,1,45,4,5,0,4,,,,,
sonnaan01,2010,1,TBA,AL,P,41,4,243,9,7,0,0,,,,,
soriaal01,2010,1,CHN,NL,OF,134,133,3334,204,6,7,0,,,,,
soriajo01,2010,1,KCA,AL,P,66,0,197,9,10,0,1,,,,,
soriara01,2010,1,TBA,AL,P,64,0,187,3,0,1,0,,,,,
sosajo02,2010,1,FLO,NL,P,22,2,110,0,2,0,0,,,,,
sotoge01,2010,1,CHN,NL,C,104,97,2542,762,45,4,7,2,,74,21,
spande01,2010,1,MIN,AL,OF,153,151,4049,407,5,4,3,,,,,
spilbry01,2010,1,COL,NL,OF,107,78,2215,131,2,5,1,,,,,
sprinru01,2010,1,CIN,NL,P,2,0,5,0,0,0,0,,,,,
stairma01,2010,1,SDN,NL,1B,3,1,26,12,1,0,1,,,,,
stairma01,2010,1,SDN,NL,OF,14,14,240,13,0,0,0,,,,,
stammcr01,2010,1,WAS,NL,P,35,19,384,9,19,4,4,,,,,
stangda01,2010,1,ARI,NL,P,4,0,12,0,1,0,0,,,,,
stantmi03,2010,1,FLO,NL,OF,98,97,2564,219,10,4,1,,,,,
staufti01,2010,1,SDN,NL,P,32,7,248,2,10,0,0,,,,,
stavini01,2010,1,SLN,NL,1B,3,0,9,3,1,0,1,,,,,
stavini01,2010,1,SLN,NL,C,1,0,1,1,0,0,0,0,,0,0,
stavini01,2010,1,SLN,NL,OF,27,17,389,26,1,0,0,,,,,
sternad01,2010,1,MIL,NL,OF,2,1,30,3,0,0,0,,,,,
stettmi01,2010,1,MIL,NL,P,9,0,11,0,0,0,0,,,,,
steveje01,2010,1,CHN,NL,P,18,0,53,1,0,0,0,,,,,
stewach01,2010,1,SDN,NL,1B,1,0,3,2,0,0,0,,,,,
stewach01,2010,1,SDN,NL,C,1,0,3,1,0,0,0,0,,0,0,
stewaia01,2010,1,COL,NL,3B,115,103,2776,59,212,10,17,,,,,
stokebr01,2010,1,LAA,AL,P,16,0,50,1,3,1,1,,,,,
stoneto01,2010,1,NYN,NL,P,1,0,7,0,0,0,0,,,,,
storedr01,2010,1,WAS,NL,P,54,0,166,2,6,0,1,,,,,
stpiema01,2010,1,DET,AL,C,4,2,51,12,1,0,0,0,,0,0,
strasst01,2010,1,WAS,NL,P,12,12,204,4,3,1,0,,,,,
streehu01,2010,1,COL,NL,P,44,0,142,2,4,0,1,,,,,
stricsc01,2010,1,FLO,NL,P,3,0,6,0,0,0,0,,,,,
stroppe01,2010,1,TEX,AL,P,15,0,32,0,1,0,0,,,,,
stubbdr01,2010,1,CIN,NL,OF,147,135,3689,380,7,5,2,,,,,
sullico01,2010,1,HOU,NL,OF,17,7,210,14,0,0,0,,,,,
suppaje01,2010,1,MIL,NL,P,15,2,93,2,5,0,1,,,,,
suppaje01,2010,2,SLN,NL,P,15,13,211,3,5,2,0,,,,,
suttodr01,2010,1,CIN,NL,2B,1,0,6,0,1,0,0,,,,,
suttodr01,2010,1,CIN,NL,3B,1,0,3,0,0,0,0,,,,,
suttodr01,2010,1,CIN,NL,SS,1,0,6,0,1,0,0,,,,,
suttodr01,2010,2,CLE,AL,2B,4,4,105,5,17,0,4,,,,,
suttodr01,2010,2,CLE,AL,SS,7,6,150,11,16,0,2,,,,,
suzukic01,2010,1,SEA,AL,OF,160,160,4236,354,7,4,1,,,,,
suzukku01,2010,1,OAK,AL,C,123,121,3175,825,35,8,5,7,,66,19,
sweenbr01,2010,1,SEA,AL,P,24,0,111,1,6,0,0,,,,,
sweenmi01,2010,1,SEA,AL,1B,3,3,75,28,1,0,1,,,,,
sweenmi01,2010,2,PHI,NL,1B,14,11,309,104,6,2,8,,,,,
sweenry01,2010,1,OAK,AL,OF,81,77,2002,149,4,0,1,,,,,
swishni01,2010,1,NYA,AL,1B,6,1,63,19,2,0,2,,,,,
