playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
beltbr01,2012,1,SFN,NL,145,411,47,113,27,6,7,56,12,2,54,106,5,3,0,4,2
beltrad01,2012,1,TEX,AL,156,604,95,194,33,2,36,102,1,0,36,82,8,5,0,9,8
beltrca01,2012,1,SLN,NL,151,547,83,147,26,1,32,97,13,6,65,124,15,2,1,4,9
benoijo01,2012,1,DET,AL,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bergebr02,2012,1,ARI,NL,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
berkeja01,2012,1,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berkmla01,2012,1,SLN,NL,32,81,12,21,7,1,2,7,2,0,14,19,3,2,0,0,3
bernaro01,2012,1,WAS,NL,129,227,25,66,11,0,5,25,15,3,28,53,3,2,3,1,2
berryqu01,2012,1,DET,AL,94,291,44,75,10,6,2,29,21,0,25,80,0,7,6,1,4
betanra01,2012,1,COL,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
betanyu01,2012,1,KCA,AL,57,215,21,49,14,1,7,36,0,1,9,25,0,0,1,3,10
betemwi01,2012,1,BAL,AL,102,341,41,89,19,0,12,40,0,1,31,103,0,1,0,3,8
biancje01,2012,1,MIL,NL,33,69,8,13,2,0,3,9,0,0,4,13,0,0,2,1,1
billich01,2012,1,LAN,NL,25,42,1,8,1,0,0,2,0,0,0,18,0,0,5,1,0
bixlebr01,2012,1,HOU,NL,36,88,11,17,6,0,2,7,3,0,7,36,0,0,1,0,0
blackch02,2012,1,COL,NL,42,113,15,32,8,0,2,9,1,2,4,17,0,3,1,0,4
blackni01,2012,1,MIN,AL,19,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
blacktr01,2012,1,SFN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blancgr01,2012,1,SFN,NL,141,393,56,96,14,5,5,34,26,6,51,104,2,2,5,2,0
blanche01,2012,1,ARI,NL,21,64,6,12,3,0,1,7,1,0,3,18,0,0,0,0,1
blankky01,2012,1,SDN,NL,4,5,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
blantjo01,2012,1,PHI,NL,21,39,0,3,0,0,0,1,0,0,3,20,0,1,2,0,0
blevije01,2012,1,OAK,AL,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bloomwi01,2012,1,ARI,NL,80,324,47,98,21,5,0,23,7,10,12,55,0,0,0,2,5
blumge01,2012,1,ARI,NL,17,28,1,4,0,0,0,1,0,0,2,7,0,0,0,1,0
boescbr01,2012,1,DET,AL,132,470,52,113,22,2,12,54,6,3,26,104,1,5,0,2,11
boggsmi01,2012,1,SLN,NL,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bogusbr01,2012,1,HOU,NL,146,355,39,72,9,2,7,28,15,4,41,96,1,7,0,1,6
bonifem01,2012,1,MIA,NL,64,244,30,63,3,4,1,11,30,3,25,52,1,1,4,0,3
boscajc01,2012,1,ATL,NL,6,10,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0
bourgja01,2012,1,KCA,AL,30,62,10,16,2,1,0,5,5,4,4,4,0,0,0,0,1
bourjpe01,2012,1,LAA,AL,101,168,27,37,7,0,3,19,3,1,15,44,0,3,6,3,2
bournmi01,2012,1,ATL,NL,155,624,96,171,26,10,9,57,42,13,70,155,1,3,2,4,2
bowdemi01,2012,1,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boxbebr01,2012,1,SDN,NL,24,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
brachbr01,2012,1,SDN,NL,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brantmi02,2012,1,CLE,AL,149,552,63,159,37,4,6,60,12,9,53,56,12,0,0,4,7
brantro01,2012,1,MIA,NL,31,100,14,29,8,0,3,8,1,1,13,16,2,0,0,0,1
braunry02,2012,1,MIL,NL,154,598,108,191,36,3,41,112,30,7,63,128,15,11,0,5,12
braybi01,2012,1,CIN,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breslcr01,2012,1,ARI,NL,40,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
brignre01,2012,1,TBA,AL,16,21,1,2,0,0,0,1,0,0,1,5,0,0,0,0,0
brittza01,2012,1,BAL,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brothre01,2012,1,COL,NL,75,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
brownan02,2012,1,COL,NL,46,112,14,26,7,0,5,11,2,2,12,34,0,0,0,2,3
brownba01,2012,1,SLN,NL,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brownco01,2012,1,WAS,NL,19,25,4,5,2,0,1,3,0,0,1,9,0,0,1,0,0
browndo01,2012,1,PHI,NL,56,187,21,44,11,2,5,26,0,0,21,34,2,2,0,2,6
broxtjo01,2012,1,KCA,AL,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bruceja01,2012,1,CIN,NL,155,560,89,141,35,5,34,99,9,3,62,155,11,4,0,7,5
brummty01,2012,1,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brunebr01,2012,1,CHA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buchhcl01,2012,1,BOS,AL,29,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
buckjo01,2012,1,MIA,NL,106,343,29,66,15,1,12,41,0,0,49,103,5,3,1,2,8
bucktr01,2012,1,HOU,NL,33,74,7,16,5,1,0,6,0,0,6,18,0,1,0,0,2
buehrma01,2012,1,MIA,NL,31,67,2,3,1,0,0,1,0,0,0,29,0,0,4,0,1
buenofr01,2012,1,KCA,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bumgama01,2012,1,SFN,NL,32,68,4,11,1,0,2,6,0,0,1,25,0,0,6,0,0
bundydy01,2012,1,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burneaj01,2012,1,PIT,NL,31,63,1,4,0,0,0,2,0,0,3,36,0,0,5,0,1
burneal01,2012,1,MIN,AL,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burnese01,2012,1,WAS,NL,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
burnsco01,2012,1,SDN,NL,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
burriem01,2012,1,SFN,NL,60,136,15,29,1,0,0,7,5,3,10,25,1,1,2,1,6
burrose01,2012,1,MIN,AL,10,17,0,2,1,0,0,1,0,0,1,3,0,0,0,0,1
burtoja01,2012,1,MIN,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buterdr01,2012,1,MIN,AL,42,111,7,22,6,0,1,5,0,0,9,26,0,2,0,0,3
butlebi03,2012,1,KCA,AL,161,614,72,192,32,1,29,107,2,1,54,111,9,7,0,4,20
byrdati01,2012,1,NYN,NL,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byrdma01,2012,1,CHN,NL,13,43,1,3,0,0,0,2,0,1,3,10,1,1,0,0,2
cabreal03,2012,1,CHN,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabreas01,2012,1,CLE,AL,143,555,70,150,35,1,16,68,9,4,52,99,3,6,1,2,18
cabreed01,2012,1,COL,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cabreev01,2012,1,SDN,NL,115,398,49,98,19,3,2,24,44,4,43,110,2,3,5,0,3
cabreme01,2012,1,SFN,NL,113,459,84,159,25,10,11,60,13,5,36,63,4,0,1,5,8
cabremi01,2012,1,DET,AL,161,622,109,205,40,0,44,139,4,1,66,98,17,3,0,6,28
cahiltr01,2012,1,ARI,NL,32,67,2,8,0,0,0,4,0,0,1,24,0,0,5,0,1
cainlo01,2012,1,KCA,AL,61,222,27,59,9,2,7,31,10,0,15,56,0,3,0,4,4
cainma01,2012,1,SFN,NL,35,74,6,13,2,0,1,6,0,0,2,33,0,0,8,0,0
cairomi01,2012,1,CIN,NL,70,150,9,28,7,2,1,13,4,0,4,20,0,1,0,1,4
calhoko01,2012,1,LAA,AL,21,23,2,4,1,0,0,1,1,0,2,6,1,0,0,0,0
callaal01,2012,1,LAA,AL,138,457,55,115,20,0,10,53,4,3,56,59,1,0,3,4,6
campato01,2012,1,CHN,NL,89,174,26,46,6,0,0,5,30,3,11,43,0,0,7,0,0
campsh01,2012,1,CHN,NL,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canoro01,2012,1,NYA,AL,161,627,105,196,48,1,33,94,3,2,61,96,10,7,0,2,22
canzlru01,2012,1,CLE,AL,26,93,9,25,3,0,3,11,0,0,4,22,1,0,0,0,0
cappsca01,2012,1,SEA,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cappsma01,2012,1,MIN,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
capuach01,2012,1,LAN,NL,34,54,3,5,2,0,0,3,0,0,1,27,0,0,13,1,0
cardead01,2012,1,CHN,NL,45,60,5,11,6,0,0,2,0,0,7,13,1,0,0,0,0
carigan01,2012,1,OAK,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carlilu01,2012,1,CLE,AL,4,14,2,3,1,0,0,1,1,0,0,3,0,0,0,0,1
carmofa01,2012,1,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carpean01,2012,1,TOR,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carpech01,2012,1,SLN,NL,3,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
carpech02,2012,1,BOS,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carpeda01,2012,1,HOU,NL,31,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
carpeda02,2012,1,LAA,AL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carpema01,2012,1,SLN,NL,114,296,44,87,22,5,6,46,1,1,34,63,2,3,0,7,10
carpmi01,2012,1,SEA,AL,59,164,17,35,6,0,5,20,1,0,21,46,1,3,0,1,7
carradj01,2012,1,NYN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carreez01,2012,1,CLE,AL,48,147,20,40,6,3,2,11,8,1,8,35,1,1,1,1,3
carrejo01,2012,1,TOR,AL,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carrobr01,2012,1,WAS,NL,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carroja01,2012,1,MIN,AL,138,470,65,126,18,1,1,40,9,5,52,65,0,4,7,4,9
carsoma01,2012,1,MIN,AL,26,66,3,15,1,0,0,4,0,0,2,21,0,0,0,1,0
carsoro01,2012,1,NYN,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cartech02,2012,1,OAK,AL,67,218,38,52,12,0,16,39,0,0,39,83,1,0,0,3,4
cashnan01,2012,1,SDN,NL,33,7,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
casilal01,2012,1,MIN,AL,106,299,33,72,17,2,1,30,21,1,16,52,0,3,3,5,6
cassebo01,2012,1,LAA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
casteal01,2012,1,LAN,NL,16,23,3,4,0,1,1,3,0,0,0,8,0,1,0,1,0
castile01,2012,1,CHN,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castiwe01,2012,1,CHN,NL,52,170,16,45,11,0,5,22,0,0,17,51,2,2,0,1,4
castrja01,2012,1,HOU,NL,87,257,29,66,15,2,6,29,0,0,31,61,2,1,2,4,8
castrst01,2012,1,CHN,NL,162,646,78,183,29,12,14,78,25,13,36,100,5,4,0,5,15
cecilbr01,2012,1,TOR,AL,21,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
cedenro02,2012,1,NYN,NL,78,166,18,43,11,1,4,22,0,1,17,35,0,1,2,0,10
cedenxa01,2012,1,HOU,NL,44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cervefr01,2012,1,NYA,AL,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cespeyo01,2012,1,OAK,AL,129,487,70,142,25,5,23,82,16,4,43,102,5,7,0,3,9
chacijh01,2012,1,COL,NL,14,24,4,7,2,0,0,3,0,0,1,3,0,0,1,0,0
chambad01,2012,1,SLN,NL,41,54,4,12,0,2,0,4,2,1,5,18,2,1,2,0,0
chambjo03,2012,1,NYA,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chapmar01,2012,1,CIN,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chapmja02,2012,1,CHN,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chatwty01,2012,1,COL,NL,23,16,1,4,1,0,0,1,0,0,1,3,0,0,6,0,0
chaveen01,2012,1,BAL,AL,64,158,15,32,6,0,2,12,3,2,6,24,1,1,4,0,2
chaveer01,2012,1,NYA,AL,113,278,36,78,12,0,16,37,0,0,30,59,3,1,0,4,10
chaveje01,2012,1,TOR,AL,9,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
chenbr01,2012,1,KCA,AL,35,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
chenwe02,2012,1,BAL,AL,32,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
chiselo01,2012,1,CLE,AL,43,142,16,38,6,1,5,16,2,1,8,27,0,1,0,0,2
choatra01,2012,1,MIA,NL,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
choosh01,2012,1,CLE,AL,155,598,88,169,43,2,16,67,21,7,73,150,0,14,0,1,10
chrisju01,2012,1,SFN,NL,34,56,6,7,1,0,0,2,2,1,5,3,0,0,0,0,0
chulkvi01,2012,1,MIL,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cingrto01,2012,1,CIN,NL,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ciriape01,2012,1,BOS,AL,76,259,33,76,15,2,2,19,16,3,8,47,2,0,5,0,2
cishest01,2012,1,MIA,NL,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clemeje01,2012,1,PIT,NL,23,22,1,3,1,0,0,1,0,0,2,7,0,0,0,0,2
cletoma01,2012,1,SLN,NL,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
clevest01,2012,1,CHN,NL,69,199,16,40,12,0,1,16,0,1,16,39,0,0,0,0,10
clippty01,2012,1,WAS,NL,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloydty01,2012,1,PHI,NL,6,11,2,1,0,0,0,0,0,0,3,3,0,0,0,0,1
cobbal01,2012,1,TBA,AL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coellro01,2012,1,TOR,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coffeto01,2012,1,LAN,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coghlch01,2012,1,MIA,NL,39,93,10,13,1,0,1,10,0,2,9,12,1,0,1,2,4
cokeph01,2012,1,DET,AL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colemca01,2012,1,CHN,NL,17,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
colemlo01,2012,1,KCA,AL,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colliti01,2012,1,KCA,AL,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collmjo01,2012,1,ARI,NL,28,16,1,1,0,0,0,2,0,0,1,5,0,0,6,0,0
colonba01,2012,1,OAK,AL,24,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
colonro01,2012,1,KCA,AL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colvity01,2012,1,COL,NL,136,420,62,122,27,10,18,72,7,3,21,117,0,2,2,1,6
congeha01,2012,1,LAA,AL,7,18,0,3,0,0,0,1,0,0,1,0,0,1,1,1,1
conrabr01,2012,1,MIL,NL,25,40,2,3,0,0,2,6,0,0,3,16,0,0,0,1,0
constjo01,2012,1,ATL,NL,37,76,8,19,2,0,0,4,5,2,8,21,2,0,2,0,0
contrjo01,2012,1,PHI,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cookaa01,2012,1,BOS,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cookry01,2012,1,OAK,AL,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coopeda01,2012,1,TOR,AL,45,140,16,42,11,0,4,11,0,1,4,22,0,1,0,0,1
corbipa01,2012,1,ARI,NL,22,36,3,4,0,1,0,4,0,0,1,17,0,0,6,0,0
cordefr01,2012,1,TOR,AL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corpama01,2012,1,CHN,NL,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
corpoca01,2012,1,HOU,NL,27,78,5,21,2,0,4,13,0,1,4,19,0,1,1,1,2
correke01,2012,1,PIT,NL,32,47,1,5,0,0,0,0,0,1,0,21,0,0,8,0,0
costami01,2012,1,CIN,NL,17,18,0,1,0,0,0,2,0,0,1,10,0,0,0,2,0
cousisc01,2012,1,MIA,NL,53,86,7,14,4,1,1,3,1,1,4,24,2,0,2,0,2
cowgico01,2012,1,OAK,AL,38,104,10,28,2,0,1,9,3,4,11,27,0,0,0,1,3
cozarza01,2012,1,CIN,NL,138,561,72,138,33,4,15,35,4,0,31,113,0,3,2,3,11
craigal01,2012,1,SLN,NL,119,469,76,144,35,0,22,92,2,1,37,89,1,1,0,7,15
crainje01,2012,1,CHA,AL,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crawfbr01,2012,1,SFN,NL,143,435,44,108,26,3,4,45,1,4,33,95,6,3,2,3,4
crawfca02,2012,1,BOS,AL,31,117,23,33,10,2,3,19,5,0,3,22,0,2,1,2,1
crawfev01,2012,1,TOR,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crispco01,2012,1,OAK,AL,120,455,68,118,25,7,11,46,39,4,45,64,0,0,6,2,9
crosbca01,2012,1,DET,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crowaa01,2012,1,KCA,AL,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cruzju02,2012,1,PIT,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cruzlu01,2012,1,LAN,NL,78,283,26,84,20,0,6,40,2,1,9,34,1,2,1,1,7
cruzne02,2012,1,TEX,AL,159,585,86,152,45,0,24,90,8,4,48,140,2,5,0,4,7
cruzrh01,2012,1,HOU,NL,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cruzto03,2012,1,SLN,NL,51,126,11,32,9,1,1,11,0,1,3,19,0,0,0,2,4
cuddymi01,2012,1,COL,NL,101,358,53,93,30,2,16,58,8,3,32,78,1,0,0,4,12
cuetojo01,2012,1,CIN,NL,33,67,3,6,1,0,0,2,0,0,0,24,0,0,17,0,0
culbech01,2012,1,SFN,NL,6,22,0,3,0,0,0,1,0,0,0,7,0,0,1,0,0
cunniaa01,2012,1,CLE,AL,72,97,5,17,4,0,1,7,0,3,9,25,1,0,3,0,0
damonjo01,2012,1,CLE,AL,64,207,25,46,6,2,4,19,4,0,17,27,0,0,0,0,0
danksjo01,2012,1,CHA,AL,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danksjo02,2012,1,CHA,AL,50,67,12,15,1,0,1,4,3,1,6,16,0,0,0,2,1
darnach01,2012,1,PIT,NL,8,6,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0
darneja01,2012,1,SDN,NL,7,17,1,4,1,0,1,1,0,0,2,2,0,0,0,0,3
darviyu01,2012,1,TEX,AL,29,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
davisch02,2012,1,BAL,AL,139,515,75,139,20,0,33,85,2,3,37,169,6,7,0,3,8
davisik02,2012,1,NYN,NL,156,519,66,118,26,0,32,90,0,2,61,141,3,1,0,3,10
davisra01,2012,1,TOR,AL,142,447,64,115,24,3,8,43,46,13,29,102,3,6,1,4,8
daviswa01,2012,1,TBA,AL,54,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
deazaal01,2012,1,CHA,AL,131,524,81,147,29,6,9,50,26,12,47,109,3,9,4,1,1
dedunsa01,2012,1,MIN,AL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
defraju01,2012,1,PHI,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dejesda01,2012,1,CHN,NL,148,506,76,133,28,8,9,50,7,8,61,89,1,9,2,4,9
dejesiv02,2012,1,LAN,NL,23,33,5,9,3,0,0,4,1,1,3,7,0,0,0,1,1
delabst01,2012,1,SEA,AL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delarda01,2012,1,TBA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delarjo01,2012,1,COL,NL,3,5,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
delarru01,2012,1,LAN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delgara01,2012,1,ATL,NL,18,25,3,6,0,0,0,1,0,0,0,9,0,0,3,0,1
delosfa01,2012,1,OAK,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delroen01,2012,1,HOU,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demelsa01,2012,1,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dempsry01,2012,1,CHN,NL,16,32,1,3,0,1,0,1,0,0,0,9,0,0,1,0,0
denorch01,2012,1,SDN,NL,130,348,56,102,19,6,8,36,13,5,27,52,0,2,2,3,9
derosma01,2012,1,WAS,NL,48,85,13,16,5,0,0,6,1,0,14,18,0,0,1,1,3
descada01,2012,1,SLN,NL,143,374,41,85,10,7,4,26,6,3,37,83,3,5,7,3,5
desmoia01,2012,1,WAS,NL,130,513,72,150,33,2,25,73,21,6,30,113,1,3,0,1,17
detwiro01,2012,1,WAS,NL,33,45,0,2,0,0,0,1,0,0,1,22,0,0,3,0,0
devrico01,2012,1,MIN,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dewitbl01,2012,1,CHN,NL,18,29,1,4,1,0,0,1,0,0,0,2,0,0,0,1,1
diamosc01,2012,1,MIN,AL,27,7,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0
diazju02,2012,1,CLE,AL,5,15,4,4,0,0,0,0,0,0,1,5,0,1,0,0,3
diazma02,2012,1,ATL,NL,51,108,10,24,6,0,2,13,0,0,9,21,1,0,0,1,4
dickech01,2012,1,NYA,AL,25,14,5,4,0,0,2,5,3,0,3,5,0,0,0,0,1
dickera01,2012,1,NYN,NL,34,72,3,11,0,0,0,3,0,0,0,14,0,1,10,0,3
dicksbr01,2012,1,SLN,NL,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
diekmja01,2012,1,PHI,NL,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dillati01,2012,1,MIL,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dirksan01,2012,1,DET,AL,88,314,56,101,18,5,8,35,1,1,23,53,2,2,3,2,4
dobbsgr01,2012,1,MIA,NL,120,319,26,91,13,2,5,39,4,2,14,53,5,2,0,7,8
dolisra01,2012,1,CHN,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dominma01,2012,1,HOU,NL,31,109,14,31,2,2,5,16,0,0,4,17,1,0,0,0,4
donalja01,2012,1,CLE,AL,43,124,18,25,2,1,2,11,4,0,5,40,0,3,1,2,0
donaljo02,2012,1,OAK,AL,75,274,34,66,16,0,9,33,4,1,14,61,0,5,0,1,6
doolise01,2012,1,OAK,AL,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doteloc01,2012,1,DET,AL,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doubrfe01,2012,1,BOS,AL,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
doumiry01,2012,1,MIN,AL,134,484,56,133,34,1,18,75,0,0,29,98,5,7,0,8,17
downsda02,2012,1,DET,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
downsma01,2012,1,HOU,NL,91,178,15,36,4,1,8,16,2,4,8,38,1,4,1,0,5
downssc01,2012,1,LAA,AL,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doziebr01,2012,1,MIN,AL,84,316,33,74,11,1,6,33,9,2,16,58,0,1,4,3,10
drabeky01,2012,1,TOR,AL,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
drewst01,2012,1,ARI,NL,40,135,17,26,8,1,2,12,0,1,19,35,1,0,0,1,1
dudalu01,2012,1,NYN,NL,121,401,43,96,15,0,15,57,1,0,51,120,0,4,0,3,5
duensbr01,2012,1,MIN,AL,55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
duffyda01,2012,1,KCA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dukeza01,2012,1,WAS,NL,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duncash01,2012,1,CLE,AL,81,232,29,47,10,0,11,31,1,2,28,59,1,1,0,3,9
dunnad01,2012,1,CHA,AL,151,539,87,110,19,0,41,96,2,1,105,222,3,1,0,4,8
dunnmi01,2012,1,MIA,NL,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
durbich01,2012,1,ATL,NL,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dysonja01,2012,1,KCA,AL,102,292,52,76,8,5,0,9,30,5,30,56,1,1,4,3,5
dysonsa01,2012,1,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatonad02,2012,1,ARI,NL,22,85,19,22,3,2,2,5,2,3,14,15,0,3,1,0,0
edginjo01,2012,1,NYN,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edlefst01,2012,1,SFN,NL,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egberja01,2012,1,NYN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ekstrmi01,2012,1,COL,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elbersc01,2012,1,LAN,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eldrebr01,2012,1,DET,AL,5,16,1,3,1,1,0,1,0,0,1,6,0,0,0,0,0
ellisaj01,2012,1,LAN,NL,133,423,44,114,20,1,13,52,0,0,65,107,11,7,6,4,17
ellisma01,2012,1,LAN,NL,110,415,62,107,21,1,7,31,5,0,40,70,0,7,2,0,5
ellsbja01,2012,1,BOS,AL,74,303,43,82,18,0,4,26,14,3,19,43,0,0,0,1,5
elmorja01,2012,1,ARI,NL,30,68,1,13,4,0,0,7,0,0,5,6,0,0,0,0,1
elyjo01,2012,1,LAN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
encared01,2012,1,TOR,AL,151,542,93,152,24,0,42,110,13,3,84,94,12,11,0,7,6
enrigba01,2012,1,LAA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
